,Brands,Title,price,Main_Price,Percent_Price_Reduction_in_%,Ratings,Number_of_Reviewer
2734,Imose,Imose Sabi II Dual,8500,20000,40,4,20
2735,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2736,Nokia,Nokia C1 2nd Editi,36500,45000,19,5,5
2737,Nokia,"Nokia 5.4, 6.39"" H",108000,125000,14,5,5
2738,Nokia,Nokia C5-00 Mobile,10400,22150,53,5,5
2739,Nokia,Nokia New 105 DUAL,9100,10000,9,4.4,19
2740,Samsung,Samsung Galaxy A22,125000,140000,11,4.4,19
2741,Nokia,Nokia X2-00 5.0MP ,11800,22600,48,4.4,19
2742,Tecno,Tecno POP 3 (BB2) ,36450,42000,13,4,95
2743,Samsung,Samsung Galaxy Not,245000,300000,18,4,95
2744,Huawei,Huawei Global Vers,95000,300000,18,4,95
2745,Samsung,Samsung Galaxy S9 ,120000,130000,8,4,95
2746,Samsung,Samsung Galaxy A52,289000,300000,4,4,95
2747,Bontel,Bontel K4+-2.4inch,5900,93003,37,5,5
2748,Bontel,"Bontel L700 1.77"" ",5299,60001,12,5,5
2749,Nokia,Nokia 6310 Classic,24990,30000,17,5,5
2750,Tecno,Tecno T301 Dual Si,6890,85001,19,4.1,74
2751,Tecno,"Tecno T301, Dual S",6950,80001,13,4.2,5
2752,Itel,"Itel It2163,1.77 S",5800,80002,28,4.2,5
2753,Itel,"Itel A33 Plus 5.0""",28490,34000,16,4.2,5
2754,Itel,"Itel It2163,1.77 S",5999,70001,14,4.2,5
2755,Bontel,Bontel Fast Charge,5699,75002,24,4.2,5
2756,Samsung,Samsung Galaxy M52,215000,75002,24,4.2,5
2757,Blackview,Blackview BV9900Pr,185990,355536,48,4,5
2758,Tecno,Tecno SPARK 8P(KG7,79500,82000,3,4,5
2759,Nokia,Nokia C1 5.45-Inch,33500,36000,7,4,5
2760,Bontel,Bontel TV Touch- 3,13200,14000,6,4.1,41
2761,Infinix,Infinix HOT 6 PRO ,33999,49999,32,4,5
2762,Gionee,"Gionee M12, 6.55-I",68990,80999,15,4,5
2763,Itel,Itel It2163 Wirele,5890,70001,16,5,5
2764,Nokia,Nokia 5130 Xpress ,7700,14900,48,5,5
2765,Nokia,Nokia 210 GSM 2.4',15000,20000,25,3.7,5
2766,Bontel,Bontel Music King-,10700,18500,42,3.7,5
2767,L8Star,L8Star Mini Mobile,12098,18700,35,5,5
2768,Nokia,Nokia 2720 FOLD KL,14680,25800,43,5,5
2769,Motorola,Motorola MOTO E5 P,54999,70000,21,4.3,10
2770,Samsung,Samsung Galaxy Not,275000,350000,21,4.3,10
2771,Apple,Apple IPHONE 12  (,455000,350000,21,4.3,10
2772,UNIWAX,UNIWAX X28 Senior ,20900,23900,13,4,5
2773,Samsung,Samsung Galaxy S21,650000,23900,13,4,5
2774,Anica,Anica T8 1.54 Inch,20469,40937,50,4,5
2775,XIAOMI,XIAOMI Redmi Note ,167000,197000,15,4,5
2776,Imose,Imose Waka Is,7500,197000,15,4,5
2777,Imose,Imose Padi+,7500,197000,15,5,5
2778,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2779,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
2780,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2781,Imose,Imose Sabi II Dual,8500,12398,15,4,20
2782,Imose,Imose Sabi 1 Dual ,5500,12398,15,4,20
2783,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2784,Nokia,Nokia C1 2nd Editi,36500,45000,19,5,5
2785,Nokia,Nokia C5-00 Mobile,10400,22150,53,5,5
2786,Nokia,"Nokia 5.4, 6.39"" H",108000,125000,14,5,5
2787,Nokia,Nokia New 105 DUAL,9100,10000,9,4.4,19
2788,Samsung,Samsung Galaxy A22,125000,140000,11,4.4,19
2789,Nokia,Nokia X2-00 5.0MP ,11800,22600,48,4.4,19
2790,Tecno,Tecno POP 3 (BB2) ,36450,42000,13,4,95
2791,Samsung,Samsung Galaxy Not,245000,300000,18,4,95
2792,Huawei,Huawei Global Vers,95000,300000,18,4,95
2793,Samsung,Samsung Galaxy S9 ,120000,130000,8,4,95
2794,Samsung,Samsung Galaxy A52,289000,300000,4,4,95
2795,Bontel,Bontel K4+-2.4inch,5900,93003,37,5,5
2796,Bontel,"Bontel L700 1.77"" ",5299,60001,12,5,5
2797,Nokia,Nokia 6310 Classic,24990,30000,17,5,5
2798,Tecno,Tecno T301 Dual Si,6890,85001,19,4.1,74
2799,Tecno,"Tecno T301, Dual S",6950,80001,13,4.2,5
2800,Itel,"Itel It2163,1.77 S",5800,80002,28,4.2,5
2801,Itel,"Itel A33 Plus 5.0""",28490,34000,16,4.2,5
2802,Bontel,Bontel Fast Charge,5699,75002,24,4.2,5
2803,Itel,"Itel It2163,1.77 S",5999,70001,14,4.2,5
2804,Samsung,Samsung Galaxy M52,215000,70001,14,4.2,5
2805,Blackview,Blackview BV9900Pr,185990,355536,48,4,5
2806,Tecno,Tecno SPARK 8P(KG7,79500,82000,3,4,5
2807,Nokia,Nokia C1 5.45-Inch,33500,36000,7,4,5
2808,Bontel,Bontel TV Touch- 3,13200,14000,6,4.1,41
2809,Gionee,"Gionee M12, 6.55-I",68990,80999,15,4.1,41
2810,Infinix,Infinix HOT 6 PRO ,33999,49999,32,4,5
2811,Bontel,Bontel Music King-,10700,18500,42,4,5
2812,Nokia,Nokia 5130 Xpress ,7700,14900,48,4,5
2813,Nokia,Nokia 210 GSM 2.4',15000,20000,25,3.7,5
2814,Itel,Itel It2163 Wirele,5890,70001,16,5,5
2815,L8Star,L8Star Mini Mobile,12098,18700,35,5,5
2816,Nokia,Nokia 2720 FOLD KL,14680,25800,43,5,5
2817,Motorola,Motorola MOTO E5 P,54999,70000,21,4.3,10
2818,Samsung,Samsung Galaxy Not,275000,350000,21,4.3,10
2819,Samsung,Samsung Galaxy S21,650000,350000,21,4.3,10
2820,UNIWAX,UNIWAX X28 Senior ,20900,23900,13,4,5
2821,Apple,Apple IPHONE 12  (,455000,23900,13,4,5
2822,Anica,Anica T8 1.54 Inch,20469,40937,50,4,5
2823,XIAOMI,XIAOMI Redmi Note ,167000,197000,15,4,5
2824,Imose,Imose Waka Is,7500,197000,15,4,5
2825,Imose,Imose Padi+,7500,197000,15,5,5
2826,Imose,Imose Sabi 1 Dual ,5500,197000,15,5,5
2827,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2828,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2829,Huawei,Huawei GSM SIM Car,12000,20000,40,4,20
2830,Imose,Imose Sabi II Dual,8500,20000,40,4,20
2831,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2832,Nokia,Nokia C1 2nd Editi,36500,45000,19,5,5
2833,Nokia,"Nokia 5.4, 6.39"" H",108000,125000,14,5,5
2834,Nokia,Nokia C5-00 Mobile,10400,22150,53,5,5
2835,Nokia,Nokia New 105 DUAL,9100,10000,9,4.4,19
2836,Samsung,Samsung Galaxy A22,125000,140000,11,4.4,19
2837,Nokia,Nokia X2-00 5.0MP ,11800,22600,48,4.4,19
2838,Tecno,Tecno POP 3 (BB2) ,36450,42000,13,4,95
2839,Samsung,Samsung Galaxy Not,245000,300000,18,4,95
2840,Huawei,Huawei Global Vers,95000,300000,18,4,95
2841,Samsung,Samsung Galaxy S9 ,120000,130000,8,4,95
2842,Samsung,Samsung Galaxy A52,289000,300000,4,4,95
2843,Bontel,Bontel K4+-2.4inch,5900,93003,37,5,5
2844,Bontel,"Bontel L700 1.77"" ",5299,60001,12,5,5
2845,Nokia,Nokia 6310 Classic,24990,30000,17,5,5
2846,Tecno,Tecno T301 Dual Si,6890,85001,19,4.1,74
2847,Itel,"Itel It2163,1.77 S",5800,80002,28,4.1,74
2848,Tecno,"Tecno T301, Dual S",6950,80001,13,4.2,5
2849,Itel,"Itel A33 Plus 5.0""",28490,34000,16,4.2,5
2850,Bontel,Bontel Fast Charge,5699,75002,24,4.2,5
2851,Itel,"Itel It2163,1.77 S",5999,70001,14,4.2,5
2852,Blackview,Blackview BV9900Pr,185990,355536,48,4,5
2853,Samsung,Samsung Galaxy M52,215000,355536,48,4,5
2854,Tecno,Tecno SPARK 8P(KG7,79500,82000,3,4,5
2855,Nokia,Nokia C1 5.45-Inch,33500,36000,7,4,5
2856,Bontel,Bontel TV Touch- 3,13200,14000,6,4.1,41
2857,Infinix,Infinix HOT 6 PRO ,33999,49999,32,4,5
2858,Bontel,Bontel Music King-,10700,18500,42,4,5
2859,Gionee,"Gionee M12, 6.55-I",68990,80999,15,4,5
2860,Nokia,Nokia 5130 Xpress ,7700,14900,48,4,5
2861,Itel,Itel It2163 Wirele,5890,70001,16,5,5
2862,Nokia,Nokia 210 GSM 2.4',15000,20000,25,3.7,5
2863,L8Star,L8Star Mini Mobile,12098,18700,35,5,5
2864,Nokia,Nokia 2720 FOLD KL,14680,25800,43,5,5
2865,Motorola,Motorola MOTO E5 P,54999,70000,21,4.3,10
2866,Samsung,Samsung Galaxy Not,275000,350000,21,4.3,10
2867,Apple,Apple IPHONE 12  (,455000,350000,21,4.3,10
2868,UNIWAX,UNIWAX X28 Senior ,20900,23900,13,4,5
2869,Samsung,Samsung Galaxy S21,650000,23900,13,4,5
2870,XIAOMI,XIAOMI Redmi Note ,167000,197000,15,4,5
2871,Anica,Anica T8 1.54 Inch,20469,40937,50,4,5
2872,Imose,Imose Waka Is,7500,40937,50,4,5
2873,Imose,Imose Padi+,7500,40937,50,5,5
2874,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2875,Imose,Imose Sabi 1 Dual ,5500,15200,22,4,248
2876,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2877,Huawei,Huawei GSM SIM Car,12000,20000,40,4,20
2878,Imose,Imose Sabi II Dual,8500,20000,40,4,20
2879,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2880,XIAOMI,XIAOMI Redmi Note ,167000,197000,15,3.9,39
2881,Nokia,"Nokia 110 4G 1.8"" ",19990,20000,1,3.9,39
2882,Nokia,Nokia 6300 Mobile ,8700,16863,48,4,5
2883,Apple,Apple Refurbished ,83000,140000,41,4.5,5
2884,Infinix,Infinix Note 11i -,98000,140000,41,4.5,5
2885,Itel,"Itel A37 5.7"" HD+ ",32390,32491,1,4.1,27
2886,Itel,"Itel P37 6.5"" HD+ ",48000,65000,26,4.1,27
2887,Doogee,Doogee N40 Pro 6GB,88250,144599,39,4.1,27
2888,Apple,Apple Refurbished ,63000,100000,37,5,5
2889,Nokia,"Nokia 5310, MicroS",21999,25000,12,3,5
2890,Nokia,Nokia 105 Dual SIM,9800,25000,12,3,5
2891,Gionee,"Gionee L20, 2.4 QV",10199,12500,18,3,5
2892,Motorola,Motorola Razr V3 C,15800,18000,12,3,5
2893,Oppo,"Oppo A54, Blue, 6.",113000,121000,7,3,5
2894,LG,LG G7 ThinQ 4+64GB,76990,99900,23,3,5
2895,Motorola,Motorola V3 Dual S,13500,25000,46,2.7,5
2896,Tecno,Tecno T528  (Dual ,20000,25000,46,2.7,5
2897,Nokia,"Nokia 150 2.4"" Dua",19000,25000,46,2.7,5
2898,Blackberry,Blackberry 9780 GS,28900,57200,49,2.7,5
2899,Tecno,Tecno POP3 (BB2) 5,36200,40000,10,3.5,5
2900,Bontel,Bontel TV King-100,11250,14499,22,3.9,77
2901,Bontel,Bontel TV King-2.8,11250,14499,22,3.9,23
2902,Itel,"Itel A33 Plus 5.0""",28490,35000,19,3.9,23
2903,Blackberry,Blackberry Q10 Dua,54900,64900,15,3.9,23
2904,Nokia,Nokia C3-00 2MP Ca,13100,22000,40,3.9,23
2905,Apple,Apple Iphone XR 64,251000,22000,40,3.9,23
2906,Nokia,Nokia C5-00 Unlock,10400,22150,53,5,5
2907,Samsung,Samsung Galaxy A03,75000,85000,12,5,5
2908,Infinix,Infinix Zero X - 6,185000,85000,12,5,5
2909,Infinix,Infinix Zero X Pro,205000,250000,18,5,5
2910,Samsung,Samsung Galaxy A02,75000,80000,6,3,5
2911,Itel,Itel 5615 Triple S,8990,10000,10,5,5
2912,Nokia,Nokia 105 DS (2017,5500,90003,39,5,5
2913,Apple,Apple Refurbished ,61000,100000,39,5,5
2914,Tecno,Tecno T372 Triple ,8990,90001,1,5,5
2915,Nokia,Nokia E63 GSM 3G W,11400,22500,49,5,5
2916,Nokia,Nokia 105 (2019) D,9999,22500,49,4,5
2917,Apple,Apple IPhone 12 6.,419000,470000,11,4,5
2918,Itel,"Itel 6350 2.8"" Big",13990,14000,1,3,5
2919,Imose,Imose Padi+,7500,14000,1,5,5
2920,Imose,Imose Sabi II Dual,8500,14000,1,5,5
2921,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2922,Imose,Imose Waka Is,7500,12398,15,4,20
2923,Bontel,Bontel TV Touch- 3,11900,13200,10,3.8,44
2924,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2925,Imose,Imose Sabi 1 Dual ,5500,15200,22,4,248
2926,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
2927,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2928,XIAOMI,XIAOMI Redmi Note ,167000,197000,15,3.9,39
2929,Nokia,"Nokia 110 4G 1.8"" ",19990,20000,1,3.9,39
2930,Nokia,Nokia 6300 Mobile ,8700,16863,48,4,5
2931,Apple,Apple Refurbished ,83000,140000,41,4.5,5
2932,Infinix,Infinix Note 11i -,98000,140000,41,4.5,5
2933,Itel,"Itel A37 5.7"" HD+ ",32390,32491,1,4.1,27
2934,Itel,"Itel P37 6.5"" HD+ ",48000,65000,26,4.1,27
2935,Doogee,Doogee N40 Pro 6GB,88250,144599,39,4.1,27
2936,Nokia,"Nokia 5310, MicroS",21999,25000,12,3,5
2937,Apple,Apple Refurbished ,63000,100000,37,5,5
2938,Gionee,"Gionee L20, 2.4 QV",10199,12500,18,5,5
2939,Nokia,Nokia 105 Dual SIM,9800,12500,18,5,5
2940,Motorola,Motorola Razr V3 C,15800,18000,12,3,5
2941,Oppo,"Oppo A54, Blue, 6.",113000,121000,7,3,5
2942,LG,LG G7 ThinQ 4+64GB,76990,99900,23,3,5
2943,Nokia,"Nokia 150 2.4"" Dua",19000,99900,23,3,5
2944,Tecno,Tecno T528  (Dual ,20000,99900,23,3,5
2945,Motorola,Motorola V3 Dual S,13500,25000,46,2.7,5
2946,Tecno,Tecno POP3 (BB2) 5,36200,40000,10,3.5,5
2947,Blackberry,Blackberry 9780 GS,28900,57200,49,3.5,5
2948,Bontel,Bontel TV King-100,11250,14499,22,3.9,77
2949,Itel,"Itel A33 Plus 5.0""",28490,35000,19,3.9,77
2950,Bontel,Bontel TV King-2.8,11250,14499,22,3.9,23
2951,Blackberry,Blackberry Q10 Dua,54900,64900,15,3.9,23
2952,Nokia,Nokia C3-00 2MP Ca,13100,22000,40,3.9,23
2953,Apple,Apple Iphone XR 64,251000,22000,40,3.9,23
2954,Nokia,Nokia C5-00 Unlock,10400,22150,53,5,5
2955,Infinix,Infinix Zero X - 6,185000,22150,53,5,5
2956,Samsung,Samsung Galaxy A03,75000,85000,12,5,5
2957,Infinix,Infinix Zero X Pro,205000,250000,18,5,5
2958,Itel,Itel 5615 Triple S,8990,10000,10,5,5
2959,Samsung,Samsung Galaxy A02,75000,80000,6,3,5
2960,Nokia,Nokia 105 DS (2017,5500,90003,39,3,5
2961,Apple,Apple Refurbished ,61000,100000,39,3,5
2962,Tecno,Tecno T372 Triple ,8990,90001,1,5,5
2963,Nokia,Nokia E63 GSM 3G W,11400,22500,49,5,5
2964,Nokia,Nokia 105 (2019) D,9999,22500,49,4,5
2965,Apple,Apple IPhone 12 6.,419000,470000,11,4,5
2966,Itel,"Itel 6350 2.8"" Big",13990,14000,1,3,5
2967,Bontel,Bontel TV Touch- 3,11900,13200,10,3.8,44
2968,Imose,Imose Waka Is,7500,13200,10,3.8,44
2969,Imose,Imose Padi+,7500,13200,10,5,5
2970,Imose,Imose Sabi II Dual,8500,13200,10,5,5
2971,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2972,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2973,Imose,Imose Sabi 1 Dual ,5500,15200,22,4,248
2974,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
2975,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2976,XIAOMI,XIAOMI Redmi Note ,167000,197000,15,3.9,39
2977,Nokia,"Nokia 110 4G 1.8"" ",19990,20000,1,3.9,39
2978,Nokia,Nokia 6300 Mobile ,8700,16863,48,4,5
2979,Apple,Apple Refurbished ,83000,140000,41,4.5,5
2980,Infinix,Infinix Note 11i -,98000,140000,41,4.5,5
2981,Itel,"Itel A37 5.7"" HD+ ",32390,32491,1,4.1,27
2982,Itel,"Itel P37 6.5"" HD+ ",48000,65000,26,4.1,27
2983,Doogee,Doogee N40 Pro 6GB,88250,144599,39,4.1,27
2984,Nokia,"Nokia 5310, MicroS",21999,25000,12,3,5
2985,Apple,Apple Refurbished ,63000,100000,37,5,5
2986,Nokia,Nokia 105 Dual SIM,9800,100000,37,5,5
2987,Motorola,Motorola Razr V3 C,15800,18000,12,3,5
2988,Gionee,"Gionee L20, 2.4 QV",10199,12500,18,3,5
2989,Oppo,"Oppo A54, Blue, 6.",113000,121000,7,3,5
2990,LG,LG G7 ThinQ 4+64GB,76990,99900,23,3,5
2991,Nokia,"Nokia 150 2.4"" Dua",19000,99900,23,3,5
2992,Tecno,Tecno T528  (Dual ,20000,99900,23,3,5
2993,Motorola,Motorola V3 Dual S,13500,25000,46,2.7,5
2994,Tecno,Tecno POP3 (BB2) 5,36200,40000,10,3.5,5
2995,Blackberry,Blackberry 9780 GS,28900,57200,49,3.5,5
2996,Bontel,Bontel TV King-100,11250,14499,22,3.9,77
2997,Itel,"Itel A33 Plus 5.0""",28490,35000,19,3.9,77
2998,Bontel,Bontel TV King-2.8,11250,14499,22,3.9,23
2999,Blackberry,Blackberry Q10 Dua,54900,64900,15,3.9,23
3000,Nokia,Nokia C3-00 2MP Ca,13100,22000,40,3.9,23
3001,Apple,Apple Iphone XR 64,251000,22000,40,3.9,23
3002,Nokia,Nokia C5-00 Unlock,10400,22150,53,5,5
3003,Infinix,Infinix Zero X - 6,185000,22150,53,5,5
3004,Infinix,Infinix Zero X Pro,205000,250000,18,5,5
3005,Samsung,Samsung Galaxy A03,75000,85000,12,5,5
3006,Itel,Itel 5615 Triple S,8990,10000,10,5,5
3007,Samsung,Samsung Galaxy A02,75000,80000,6,3,5
3008,Nokia,Nokia 105 DS (2017,5500,90003,39,3,5
3009,Apple,Apple Refurbished ,61000,100000,39,3,5
3010,Tecno,Tecno T372 Triple ,8990,90001,1,5,5
3011,Nokia,Nokia E63 GSM 3G W,11400,22500,49,5,5
3012,Nokia,Nokia 105 (2019) D,9999,22500,49,4,5
3013,Apple,Apple IPhone 12 6.,419000,470000,11,4,5
3014,Itel,"Itel 6350 2.8"" Big",13990,14000,1,3,5
3015,Bontel,Bontel TV Touch- 3,11900,13200,10,3.8,44
3016,Imose,Imose Waka Is,7500,13200,10,3.8,44
3017,Imose,Imose Padi+,7500,13200,10,5,5
3018,Imose,Imose Sabi II Dual,8500,13200,10,5,5
3019,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
3020,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
3021,Imose,Imose Sabi 1 Dual ,5500,15200,22,4,248
3022,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
3023,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
3024,XIAOMI,XIAOMI Redmi Note ,167000,197000,15,3.9,39
3025,Nokia,Nokia 6300 Mobile ,8700,16863,48,4,5
3026,Nokia,"Nokia 110 4G 1.8"" ",19990,20000,1,4,5
3027,Apple,Apple Refurbished ,83000,140000,41,4.5,5
3028,Infinix,Infinix Note 11i -,98000,140000,41,4.5,5
3029,Itel,"Itel A37 5.7"" HD+ ",32390,32491,1,4.1,27
3030,Itel,"Itel P37 6.5"" HD+ ",48000,65000,26,4.1,27
3031,Doogee,Doogee N40 Pro 6GB,88250,144599,39,4.1,27
3032,Nokia,"Nokia 5310, MicroS",21999,25000,12,3,5
3033,Apple,Apple Refurbished ,63000,100000,37,5,5
3034,Nokia,Nokia 105 Dual SIM,9800,100000,37,5,5
3035,Gionee,"Gionee L20, 2.4 QV",10199,12500,18,5,5
3036,Motorola,Motorola Razr V3 C,15800,18000,12,3,5
3037,Oppo,"Oppo A54, Blue, 6.",113000,121000,7,3,5
3038,LG,LG G7 ThinQ 4+64GB,76990,99900,23,3,5
3039,Tecno,Tecno T528  (Dual ,20000,99900,23,3,5
3040,Motorola,Motorola V3 Dual S,13500,25000,46,2.7,5
3041,Nokia,"Nokia 150 2.4"" Dua",19000,25000,46,2.7,5
3042,Tecno,Tecno POP3 (BB2) 5,36200,40000,10,3.5,5
3043,Blackberry,Blackberry 9780 GS,28900,57200,49,3.5,5
3044,Itel,"Itel A33 Plus 5.0""",28490,35000,19,3.5,5
3045,Bontel,Bontel TV King-100,11250,14499,22,3.9,77
3046,Bontel,Bontel TV King-2.8,11250,14499,22,3.9,23
3047,Blackberry,Blackberry Q10 Dua,54900,64900,15,3.9,23
3048,Nokia,Nokia C3-00 2MP Ca,13100,22000,40,3.9,23
3049,Apple,Apple Iphone XR 64,251000,22000,40,3.9,23
3050,Nokia,Nokia C5-00 Unlock,10400,22150,53,5,5
3051,Infinix,Infinix Zero X - 6,185000,22150,53,5,5
3052,Samsung,Samsung Galaxy A03,75000,85000,12,5,5
3053,Infinix,Infinix Zero X Pro,205000,250000,18,5,5
3054,Itel,Itel 5615 Triple S,8990,10000,10,5,5
3055,Samsung,Samsung Galaxy A02,75000,80000,6,3,5
3056,Nokia,Nokia 105 DS (2017,5500,90003,39,3,5
3057,Apple,Apple Refurbished ,61000,100000,39,3,5
3058,Tecno,Tecno T372 Triple ,8990,90001,1,5,5
3059,Nokia,Nokia E63 GSM 3G W,11400,22500,49,5,5
3060,Nokia,Nokia 105 (2019) D,9999,22500,49,4,5
3061,Itel,"Itel 6350 2.8"" Big",13990,14000,1,3,5
3062,Bontel,Bontel TV Touch- 3,11900,13200,10,3.8,44
3063,Apple,Apple IPhone 12 6.,419000,470000,11,4,5
3064,Imose,Imose Waka Is,7500,470000,11,4,5
3065,Imose,Imose Padi+,7500,470000,11,5,5
3066,Imose,Imose Sabi II Dual,8500,470000,11,5,5
3067,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
3068,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
3069,Imose,Imose Sabi 1 Dual ,5500,15200,22,4,248
3070,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
3071,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
3072,Bontel,Bontel 8500+  2.4I,7850,10150,23,3.7,14
3073,Samsung,Samsung Galaxy A52,220000,10150,23,3.7,14
3074,Samsung,Samsung Galaxy Tab,96790,171000,43,4.8,5
3075,Siccoo,Siccoo Mk900 - Cam,15000,18000,17,4.8,5
3076,Bontel,Bontel A225 1.77 I,6400,97003,34,4,25
3077,Itel,Itel A25 Pro (L500,36000,40000,10,4,25
3078,Nokia,Nokia 1110 1110i G,4800,90004,47,3.5,5
3079,KYMN,KYMN 6.6 Inch HD W,69000,90004,47,3.5,5
3080,Itel,"Itel A25 Pro 5.0"" ",25990,29990,13,3.5,5
3081,Nokia,Nokia C2-05 2GSM 2,7211,14071,49,3.7,75
3082,Motorola,Motorola Razr V3 C,15800,18000,12,3.3,5
3083,Itel,"Itel It2163,1.77 S",5820,70001,17,3.3,5
3084,Tecno,"Tecno T485, 2.8"" S",13950,18000,23,3.3,5
3085,Nokia,Nokia C1 2nd Editi,36999,39000,5,3.3,5
3086,Tecno,Tecno Pop5 Pro( BD,55300,65000,15,3.3,5
3087,Samsung,Samsung Galaxy A52,205000,215000,5,3.3,5
3088,Itel,Itel IT5615 2500mA,8990,10000,10,3.3,5
3089,Samsung,Samsung Galaxy S9 ,150000,10000,10,3.3,5
3090,Apple,Apple Refurbished ,49990,90000,44,3.3,5
3091,Nokia,Nokia C2-05 Slide ,8400,19000,56,3,5
3092,Tecno,Tecno T528 - 2.8 I,15500,19000,56,4.4,15
3093,Nokia,Nokia 215 RM-1111 ,8600,24000,64,4.4,15
3094,HTC,HTC Desire 10 Pro ,46900,69900,33,4.4,15
3095,Tecno,Tecno SPARK 8P(KG7,78500,69900,33,4.4,15
3096,Gionee,Gionee S10 LITE 4G,26990,45990,41,4.4,15
3097,Tecno,Tecno POP 2F ( B1g,32850,37000,11,4.4,15
3098,6.1inch,6.1inch Android Sm,46000,69000,33,4.4,15
3099,Bontel,Bontel 2720 1.77 I,10000,69000,33,3.9,20
3100,Infinix,Infinix Smart HD 2,38990,45990,15,3.9,20
3101,Nokia,Nokia 5310 XpressM,9000,15000,40,3.5,15
3102,Elephone,Elephone  PX 16MP ,59990,10000,94,5,5
3103,Itel,"Itel 6350, 2.8"", 1",13800,15000,8,5,5
3104,Itel,"Itel A33 Plus 5.0""",22890,25890,12,5,5
3105,Nokia,Nokia 3310(2017) D,18989,26999,30,5,5
3106,Nokia,Nokia 6700S Mobile,11300,21800,48,5,5
3107,Samsung,Samsung Galaxy S10,169950,179999,6,5,5
3108,Huawei,Huawei Honor 8 Lit,65900,95000,31,5,5
3109,Tecno,Tecno Pop5 Pro( BD,55400,65000,15,5,5
3110,Samsung,Samsung Galaxy S21,450000,65000,15,5,5
3111,Bontel,Bontel S3 1.77 Inc,9000,10999,18,2.3,5
3112,Imose,Imose Sabi 1 Dual ,5500,10999,18,2.3,5
3113,Imose,Imose Waka Is,7500,10999,18,2.3,5
3114,Imose,Imose Padi+,7500,10999,18,5,5
3115,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
3116,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
3117,Imose,Imose Sabi II Dual,8500,12398,15,4,20
3118,Huawei,Huawei GSM SIM Car,12000,20000,40,4,20
3119,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
3120,Bontel,Bontel 8500+  2.4I,7850,10150,23,3.7,14
3121,Samsung,Samsung Galaxy A52,220000,10150,23,3.7,14
3122,Samsung,Samsung Galaxy Tab,96790,171000,43,4.8,5
3123,Siccoo,Siccoo Mk900 - Cam,15000,18000,17,4.8,5
3124,Bontel,Bontel A225 1.77 I,6400,97003,34,4,25
3125,Nokia,Nokia 1110 1110i G,4800,90004,47,3.5,5
3126,Itel,Itel A25 Pro (L500,36000,40000,10,3.5,5
3127,KYMN,KYMN 6.6 Inch HD W,69000,40000,10,3.5,5
3128,Nokia,Nokia C2-05 2GSM 2,7211,14071,49,3.7,75
3129,Itel,"Itel A25 Pro 5.0"" ",25990,29990,13,3.7,75
3130,Motorola,Motorola Razr V3 C,15800,18000,12,3.3,5
3131,Itel,"Itel It2163,1.77 S",5820,70001,17,3.3,5
3132,Tecno,"Tecno T485, 2.8"" S",13950,18000,23,3.3,5
3133,Nokia,Nokia C1 2nd Editi,36999,39000,5,3.3,5
3134,Tecno,Tecno Pop5 Pro( BD,55300,65000,15,3.3,5
3135,Samsung,Samsung Galaxy A52,205000,215000,5,3.3,5
3136,Itel,Itel IT5615 2500mA,8990,10000,10,3.3,5
3137,Samsung,Samsung Galaxy S9 ,150000,10000,10,3.3,5
3138,Nokia,Nokia C2-05 Slide ,8400,19000,56,3,5
3139,Apple,Apple Refurbished ,49990,90000,44,3,5
3140,Tecno,Tecno T528 - 2.8 I,15500,90000,44,4.4,15
3141,HTC,HTC Desire 10 Pro ,46900,69900,33,4.4,15
3142,Nokia,Nokia 215 RM-1111 ,8600,24000,64,4.4,15
